,site,crit,browser,i,lt,fp,fcp,e
84_0_3,cnblogs,1,chrome,3,969,1056.4,1056.4,6.089428926999999
84_0_4,cnblogs,1,chrome,4,1101,1181,1181,4.155819355
84_0_5,cnblogs,1,chrome,5,1077,1064.4,1064.4,6.4973196625
84_0_6,cnblogs,1,chrome,6,1033,1010.7,1010.7,4.9900210065
84_0_7,cnblogs,1,chrome,7,1028,1003.6,1003.6,10.3252248715
84_0_8,cnblogs,1,chrome,8,789,827.4,827.4,7.2628947195
84_0_9,cnblogs,1,chrome,9,1002,1092.5,1092.5,8.135476949500001
84_1_0,cnblogs,1,firefox,0,891,605,743,11.5165600725
84_1_1,cnblogs,1,firefox,1,945,581.6,775,11.604914004
84_1_2,cnblogs,1,firefox,2,986,2050,845,13.0876542665
84_1_3,cnblogs,1,firefox,3,855,1057.8,684,6.783840710500001
84_1_4,cnblogs,1,firefox,4,1874,2693.4,1363,9.6503266955
84_1_5,cnblogs,1,firefox,5,1042,422.9,880,5.6783859485
84_1_6,cnblogs,1,firefox,6,939,694,922,12.925108394000002
84_1_7,cnblogs,1,firefox,7,971,933.6,807,8.532342046
84_1_8,cnblogs,1,firefox,8,816,718,648,10.9827691435
84_1_9,cnblogs,1,firefox,9,1060,1310.3,915,16.862296484
85_0_0,csdn,1,chrome,0,1391,772.5,772.5,3.3640561135000007
85_0_1,csdn,1,chrome,1,1471,831.8,831.8,6.144737926
85_0_2,csdn,1,chrome,2,1585,1150.6,1150.6,7.679767335500001
85_0_3,csdn,1,chrome,3,1580,949.7,949.7,5.6705715755
85_0_4,csdn,1,chrome,4,1391,968.1,968.1,6.4581237865
85_0_5,csdn,1,chrome,5,2755,1261.5,1261.5,7.718940362
85_0_6,csdn,1,chrome,6,3024,1526.9,1526.9,8.876181600500002
85_0_7,csdn,1,chrome,7,1371,946.4,946.4,8.847065451999999
85_0_8,csdn,1,chrome,8,1348,897.1,897.1,15.812308110499997
85_0_9,csdn,1,chrome,9,1589,813.7,813.7,6.577807729000001
85_1_0,csdn,1,firefox,0,927,432.2,763,15.322714175500002
85_1_1,csdn,1,firefox,1,1087,505.7,878,5.584447100999999
85_1_2,csdn,1,firefox,2,1081,1722,446,8.109435805
85_1_3,csdn,1,firefox,3,824,1329.8,681,8.449212363500001
85_1_4,csdn,1,firefox,4,845,1071.7,703,11.2760597255
85_1_5,csdn,1,firefox,5,856,736.3,715,16.049187065500004
85_1_6,csdn,1,firefox,6,957,1386.1,429,10.9144350255
85_1_7,csdn,1,firefox,7,871,643.4,347,21.800385504000005
85_1_8,csdn,1,firefox,8,856,840.5,733,12.436841000499998
85_1_9,csdn,1,firefox,9,928,1609.4,766,5.624415822
86_0_0,bootstrap,1,chrome,0,573,930.8,930.8,5.726992696
86_0_1,bootstrap,1,chrome,1,601,1033.2,1033.2,6.024866193
86_0_2,bootstrap,1,chrome,2,551,869.2,869.2,5.1125273985
86_0_3,bootstrap,1,chrome,3,584,900.3,900.3,4.954358296499999
86_0_4,bootstrap,1,chrome,4,659,978.4,978.4,6.937327354
86_0_5,bootstrap,1,chrome,5,612,981.4,981.4,6.120802074
86_0_6,bootstrap,1,chrome,6,803,1242.6,1242.6,3.4554913155
86_0_7,bootstrap,1,chrome,7,1196,1902,1902,1.5042841355000005
86_0_8,bootstrap,1,chrome,8,618,932.2,932.2,3.369858167
86_0_9,bootstrap,1,chrome,9,494,958.2,958.2,7.102411104500001
86_1_0,bootstrap,1,firefox,0,413,1059.2,235,9.515504663000002
86_1_1,bootstrap,1,firefox,1,373,2519.8,179,11.1152962015
86_1_2,bootstrap,1,firefox,2,390,585.6,216,9.027931613
86_1_3,bootstrap,1,firefox,3,411,1790.8,223,17.936412366999996
86_1_4,bootstrap,1,firefox,4,395,2547.4,247,8.4492052225
86_1_5,bootstrap,1,firefox,5,954,1359.7,520,5.230813142999999
86_1_6,bootstrap,1,firefox,6,399,892,272,13.9388254825
86_1_7,bootstrap,1,firefox,7,391,1187.9,248,4.871583450500001
86_1_8,bootstrap,1,firefox,8,360,1215.8,203,6.721127529
86_1_9,bootstrap,1,firefox,9,413,2197.6,243,8.50429964
87_0_0,arxiv,1,chrome,0,360,647.2,647.2,1.1137617065
87_0_1,arxiv,1,chrome,1,380,687,687,3.4261982705
87_0_2,arxiv,1,chrome,2,400,710.6,710.6,6.731239609999999
87_0_3,arxiv,1,chrome,3,407,705.7,705.7,7.1372231925
87_0_4,arxiv,1,chrome,4,391,736.3,736.3,3.043238938500001
87_0_5,arxiv,1,chrome,5,389,704.1,704.1,6.738974399
87_0_6,arxiv,1,chrome,6,407,696.6,696.6,4.369898007500001
87_0_7,arxiv,1,chrome,7,390,681.3,681.3,1.8200608634999995
87_0_8,arxiv,1,chrome,8,424,760.2,760.2,5.304339691
87_0_9,arxiv,1,chrome,9,400,737.3,737.3,4.482867060999999
87_1_0,arxiv,1,firefox,0,317,764.8,301,4.178620683
87_1_1,arxiv,1,firefox,1,438,1157,336,5.195708265
87_1_2,arxiv,1,firefox,2,465,419.3,380,17.807073362000004
87_1_3,arxiv,1,firefox,3,353,895.5,334,5.9134214365
87_1_4,arxiv,1,firefox,4,394,572.5,287,8.632942928999999
87_1_5,arxiv,1,firefox,5,376,983.8,368,2.778220923
87_1_6,arxiv,1,firefox,6,643,1359.7,419,2.219707804
87_1_7,arxiv,1,firefox,7,403,879.5,299,10.631914052499996
87_1_8,arxiv,1,firefox,8,428,826.1,349,4.820510585000001
87_1_9,arxiv,1,firefox,9,333,996.8,267,5.2177777565
88_0_0,,,,,,,,17.141584255999998
88_0_1,,,,,,,,11.4581750275
88_0_2,,,,,,,,15.012719195500004
88_0_3,,,,,,,,9.82627035
88_0_4,,,,,,,,9.619857951999998
88_0_5,,,,,,,,10.3963455415
88_0_6,,,,,,,,5.932952563500001
88_0_7,,,,,,,,15.584753050500003
88_0_8,,,,,,,,10.283141604
88_0_9,,,,,,,,13.0766190055
88_1_0,,,,,,,,17.7256650135
88_1_1,,,,,,,,12.637190379
88_1_2,,,,,,,,13.256146755
88_1_3,,,,,,,,16.812928792
88_1_4,,,,,,,,18.6144633805
88_1_5,,,,,,,,15.357681436000002
88_1_6,,,,,,,,10.1544121755
88_1_7,,,,,,,,12.083188076
88_1_8,,,,,,,,11.9964618805
88_1_9,,,,,,,,13.597011816499997
89_0_0,shopify,0,chrome,0,1196,834.7,834.7,11.559925087500002
89_0_1,shopify,0,chrome,1,1113,722.3,722.3,13.657780374999998
89_0_2,shopify,0,chrome,2,1341,766.3,766.3,6.8836198395
89_0_3,shopify,0,chrome,3,1222,767.5,767.5,9.7005429875
89_0_4,shopify,0,chrome,4,1229,776.9,776.9,8.5807342105
89_0_5,shopify,0,chrome,5,1062,737.1,737.1,13.665905317000002
89_0_6,shopify,0,chrome,6,2535,1462.4,1462.4,9.1889868435
89_0_7,shopify,0,chrome,7,1091,733.3,733.3,7.7995257955
89_0_8,shopify,0,chrome,8,1121,718,718,11.885973252
89_0_9,shopify,0,chrome,9,1164,733.3,733.3,11.912374927999998
89_1_0,shopify,0,firefox,0,2344,698.3,1717,15.462625643499996
89_1_1,shopify,0,firefox,1,2215,631.2,1673,14.423283015
89_1_2,shopify,0,firefox,2,4614,505.7,4007,15.4574000955
89_1_3,shopify,0,firefox,3,2359,596,1822,13.443859479000002
89_1_4,shopify,0,firefox,4,5666,940.6,5119,11.3322625835
89_1_5,shopify,0,firefox,5,3680,1083.8,3018,14.676787045
89_1_6,shopify,0,firefox,6,4966,1686.3,3798,19.867870515499995
89_1_7,shopify,0,firefox,7,5654,751.4,4988,10.8386935775
89_1_8,shopify,0,firefox,8,5678,650.3,5181,18.354161416000004
89_1_9,shopify,0,firefox,9,3519,694,3300,11.605910197
90_0_0,aparat,1,chrome,0,1082,1107.2,1107.2,8.118562343
90_0_1,aparat,1,chrome,1,854,1111.6,1111.6,10.1818598445
90_0_2,aparat,1,chrome,2,868,1134.8,1134.8,10.765872807
90_0_3,aparat,1,chrome,3,1296,1356.8,1356.8,9.4772655605
90_0_4,aparat,1,chrome,4,837,1097.8,1097.8,8.813270832999999
90_0_5,aparat,1,chrome,5,930,1191.8,1191.8,18.008241984999998
90_0_6,aparat,1,chrome,6,847,1100.7,1100.7,10.1262296945
90_0_7,aparat,1,chrome,7,1689,2190,2190,16.613221865999996
90_0_8,aparat,1,chrome,8,904,1144.3,1144.3,13.193477024500002
90_0_9,aparat,1,chrome,9,844,1108.1,1108.1,11.848773454999998
90_1_0,aparat,1,firefox,0,1589,670.1,810,11.0545437685
90_1_1,aparat,1,firefox,1,1044,1050.8,742,14.543429865000002
90_1_2,aparat,1,firefox,2,1109,933.1,994,18.3580238725
90_1_3,aparat,1,firefox,3,1024,1187.1,740,13.5948231585
90_1_4,aparat,1,firefox,4,1056,1111.6,745,16.054101529500002
90_1_5,aparat,1,firefox,5,953,771.6,881,19.349191021
90_1_6,aparat,1,firefox,6,1090,1083.2,833,15.8001162185
90_1_7,aparat,1,firefox,7,904,1730.3,901,16.152911683000003
90_1_8,aparat,1,firefox,8,1000,957.6,713,16.109454619500003
90_1_9,aparat,1,firefox,9,965,330.2,843,12.9382249745
91_0_0,opendns,1,chrome,0,1169,815.4,815.4,11.274015846
91_0_1,opendns,1,chrome,1,1109,819.3,819.3,11.253459748999996
91_0_2,opendns,1,chrome,2,1237,887.2,887.2,8.0653114395
91_0_3,opendns,1,chrome,3,1027,833.7,833.7,11.771178894499998
91_0_4,opendns,1,chrome,4,1035,833.8,833.8,10.20287757
91_0_5,opendns,1,chrome,5,1180,825,825,8.2874875055
91_0_6,opendns,1,chrome,6,1091,826.1,826.1,11.001802411
91_0_7,opendns,1,chrome,7,982,788.1,788.1,8.464803196500002
91_0_8,opendns,1,chrome,8,1310,735.9,735.9,11.294140518499995
91_0_9,opendns,1,chrome,9,1116,779.7,779.7,9.45878168
91_1_0,opendns,1,firefox,0,1956,2459.1,1444,9.7240136015
91_1_1,,,,,,,,10.1055332515
91_1_2,,,,,,,,13.3439536645
91_1_3,,,,,,,,16.968752094499997
91_1_4,,,,,,,,13.6531835405
91_1_5,,,,,,,,11.093192306
91_1_6,,,,,,,,18.5713903595
91_1_7,,,,,,,,8.055629848999999
91_1_8,,,,,,,,12.6638301125
91_1_9,,,,,,,,8.69015261
92_0_0,ftc,1,chrome,0,1401,1078.6,1078.6,10.547317080500004
92_0_1,ftc,1,chrome,1,1391,1085.1,1085.1,6.597047891000001
92_0_2,ftc,1,chrome,2,1404,1099.9,1099.9,10.5869322095
92_0_3,ftc,1,chrome,3,1351,1095.2,1095.2,7.457734231
92_0_4,ftc,1,chrome,4,1468,1056.6,1056.6,8.448854847
92_0_5,ftc,1,chrome,5,1306,1041.9,1041.9,6.5737011065
92_0_6,ftc,1,chrome,6,2750,1915.8,1915.8,9.381360472
92_0_7,ftc,1,chrome,7,1373,1083.2,1083.2,6.191791598
92_0_8,ftc,1,chrome,8,1266,1020,1020,10.5486830595
92_0_9,ftc,1,chrome,9,1265,1035.4,1035.4,9.838995328
92_1_0,ftc,1,firefox,0,1690,1187.5,980,22.3055938805
92_1_1,ftc,1,firefox,1,1644,581.6,917,11.571783264
92_1_2,ftc,1,firefox,2,1603,1181.3,906,9.9437744385
92_1_3,ftc,1,firefox,3,1614,576.8,916,12.880132912
92_1_4,ftc,1,firefox,4,1618,956.6,917,10.9426201505
92_1_5,ftc,1,firefox,5,1803,3997.4,1050,16.187349292999997
92_1_6,ftc,1,firefox,6,1671,1454.7,959,16.2668167835
92_1_7,ftc,1,firefox,7,1697,794.8,969,21.6881469825
92_1_8,ftc,1,firefox,8,1629,1275.5,917,12.894674638
92_1_9,ftc,1,firefox,9,1691,1804.3,986,12.3500040975
93_0_0,ilovepdf,0,chrome,0,953,1187.4,1187.4,12.2562256755
93_0_1,ilovepdf,0,chrome,1,927,1157,1157,5.748223267500001
93_0_2,ilovepdf,0,chrome,2,966,1193.7,1193.7,6.048676448
93_0_3,ilovepdf,0,chrome,3,1119,1354.4,1354.4,6.5261990415
93_0_4,ilovepdf,0,chrome,4,818,1052.8,1052.8,5.681483162499999
93_0_5,ilovepdf,0,chrome,5,943,1179.4,1179.4,6.4682669335
93_0_6,ilovepdf,0,chrome,6,1326,1764.8,1764.8,4.0938302505
93_0_7,ilovepdf,0,chrome,7,1489,1874.6,1874.6,3.810117618
93_0_8,ilovepdf,0,chrome,8,894,1126.3,1126.3,8.643910906999997
93_0_9,ilovepdf,0,chrome,9,940,1172.2,1172.2,6.738207907499993
93_1_0,ilovepdf,0,firefox,0,704,1005.6,500,13.0724735185
93_1_1,ilovepdf,0,firefox,1,720,1050.8,530,8.300196456000002
93_1_2,ilovepdf,0,firefox,2,721,360.8,491,13.242751228
93_1_3,ilovepdf,0,firefox,3,748,1291.1,646,11.046987245500002
93_1_4,ilovepdf,0,firefox,4,1661,415.3,1407,8.3880088105
93_1_5,ilovepdf,0,firefox,5,1595,1711.8,1362,6.307626265
93_1_6,ilovepdf,0,firefox,6,755,2053.8,526,6.972527538499999
93_1_7,ilovepdf,0,firefox,7,1568,1374.5,1350,8.596284327000003
93_1_8,ilovepdf,0,firefox,8,1800,1232.2,1790,6.440448047999999
93_1_9,ilovepdf,0,firefox,9,1740,315,1512,12.772837427000002
94_0_0,python,1,chrome,0,957,1121.8,1121.8,6.243625152000001
94_0_1,python,1,chrome,1,878,1059.2,1059.2,7.621894830999999
94_0_2,python,1,chrome,2,898,1028.2,1028.2,4.9195563825
94_0_3,python,1,chrome,3,885,1033.9,1033.9,3.227756138
94_0_4,python,1,chrome,4,851,1017.7,1017.7,4.600997574999998
94_0_5,python,1,chrome,5,2005,2083.6,2083.6,4.378515237
94_0_6,python,1,chrome,6,894,995.8,995.8,4.790852243
94_0_7,python,1,chrome,7,894,955,955,10.371215739000002
94_0_8,python,1,chrome,8,871,981.9,981.9,5.683381078499998
94_0_9,python,1,chrome,9,861,991.5,991.5,7.735559789499999
94_1_0,python,1,firefox,0,631,834.7,317,12.553642773
94_1_1,python,1,firefox,1,646,1163,237,8.498607649499998
94_1_2,python,1,firefox,2,680,564.3,306,12.002666038
94_1_3,python,1,firefox,3,670,1179.4,379,12.707237251
94_1_4,python,1,firefox,4,645,621,279,6.397943108000001
94_1_5,python,1,firefox,5,604,1242.2,303,14.4109329725
94_1_6,python,1,firefox,6,712,0,347,10.902183061
94_1_7,python,1,firefox,7,635,674.7,224,10.1108083095
94_1_8,python,1,firefox,8,646,718,326,10.146524817500003
94_1_9,python,1,firefox,9,617,733.3,307,6.6296862105
95_0_0,jhu,0,chrome,0,1650,1376.1,1376.1,8.310822373999999
95_0_1,jhu,0,chrome,1,1615,1333.9,1333.9,12.9926895675
95_0_2,jhu,0,chrome,2,1477,1291.1,1291.1,12.6130277125
95_0_3,jhu,0,chrome,3,1564,1319.6,1319.6,10.264207185
95_0_4,jhu,0,chrome,4,1657,1414.6,1414.6,9.045262866
95_0_5,jhu,0,chrome,5,1542,1302.8,1302.8,4.7610095985
95_0_6,jhu,0,chrome,6,2420,1686.3,1686.3,5.909444255
95_0_7,jhu,0,chrome,7,1658,1367.7,1367.7,9.782863037000002
95_0_8,jhu,0,chrome,8,1474,1248,1248,14.401260407
95_0_9,jhu,0,chrome,9,1668,1384.7,1384.7,7.851012890000001
95_1_0,jhu,0,firefox,0,1885,1563.4,1881,16.105717951
95_1_1,jhu,0,firefox,1,2344,735.3,1986,32.899044798
95_1_2,jhu,0,firefox,2,1843,1076.7,1751,17.474575659500005
95_1_3,jhu,0,firefox,3,2539,1836.8,2208,22.9227170585
95_1_4,jhu,0,firefox,4,2380,955,1986,16.4243795485
95_1_5,jhu,0,firefox,5,2457,2497.4,2126,22.1136289205
95_1_6,jhu,0,firefox,6,1910,3997.4,1901,21.378784632
95_1_7,jhu,0,firefox,7,2002,3448.2,1993,10.8993683765
95_1_8,jhu,0,firefox,8,3638,2190,3325,10.907867363
95_1_9,jhu,0,firefox,9,2569,0,2282,13.0374051355
96_0_0,moz,0,chrome,0,1930,1849.8,1849.8,12.3686854925
96_0_1,moz,0,chrome,1,1840,1758.7,1758.7,11.065119274
96_0_2,moz,0,chrome,2,1776,1722,1722,13.350480694000003
96_0_3,moz,0,chrome,3,1760,1711.8,1711.8,17.276322480500003
96_0_4,moz,0,chrome,4,1770,1736.2,1736.2,14.556595772999998
96_0_5,moz,0,chrome,5,1826,1783.9,1783.9,19.060610801
96_0_6,moz,0,chrome,6,1908,1782.8,1782.8,13.6608900555
96_0_7,moz,0,chrome,7,1757,1697,1697,11.325503966
96_0_8,moz,0,chrome,8,1822,1732,1732,13.7799992895
96_0_9,moz,0,chrome,9,1864,1752.6,1752.6,14.407501805000004
96_1_0,moz,0,firefox,0,3904,1840.3,3470,22.7325740405
96_1_1,moz,0,firefox,1,3866,1665.6,3086,16.0451333945
96_1_2,moz,0,firefox,2,3905,1665.6,3156,11.807445286
96_1_3,moz,0,firefox,3,3812,1233.5,3444,39.4628631715
96_1_4,moz,0,firefox,4,3624,1049,3374,17.13346423
96_1_5,moz,0,firefox,5,3940,1444,3173,14.114088827000002
96_1_6,moz,0,firefox,6,3862,1083.8,3508,12.151909448
96_1_7,moz,0,firefox,7,2858,1500.2,2741,11.6290546525
96_1_8,moz,0,firefox,8,3887,981.9,3206,16.115044481
96_1_9,moz,0,firefox,9,4486,681.3,3245,11.6256235785
97_0_0,lijit,1,chrome,0,552,803.9,803.9,2.9877004225
97_0_1,lijit,1,chrome,1,538,794.3,794.3,5.150893716
97_0_2,lijit,1,chrome,2,539,806.2,806.2,3.355098422
97_0_3,lijit,1,chrome,3,595,931,931,8.7907030885
97_0_4,lijit,1,chrome,4,561,817.5,817.5,8.651062528499997
97_0_5,lijit,1,chrome,5,746,1364.3,1364.3,2.6762420085
97_0_6,lijit,1,chrome,6,531,805.3,805.3,7.260535387
97_0_7,lijit,1,chrome,7,487,726.1,726.1,5.6281220145
97_0_8,lijit,1,chrome,8,477,746.2,746.2,7.342501553999998
97_0_9,lijit,1,chrome,9,507,756.6,756.6,3.091682943000001
97_1_0,lijit,1,firefox,0,362,2268.6,351,11.6012855655
97_1_1,lijit,1,firefox,1,317,1187.5,308,11.744344873999998
97_1_2,lijit,1,firefox,2,386,931.5,346,7.900563309
97_1_3,lijit,1,firefox,3,302,702.8,297,7.643491198
97_1_4,lijit,1,firefox,4,335,1358.2,323,8.6022305075
97_1_5,lijit,1,firefox,5,366,4837.7,363,9.3801763165
97_1_6,lijit,1,firefox,6,356,659.2,284,13.037301936
97_1_7,lijit,1,firefox,7,317,1454.3,312,9.15228893
97_1_8,lijit,1,firefox,8,322,1139.5,319,8.439484097000001
97_1_9,lijit,1,firefox,9,284,1092.5,278,6.311417424499999
98_0_0,docusign,0,chrome,0,1892,2711.9,2711.9,8.944023588
98_0_1,docusign,0,chrome,1,1476,2133.8,2133.8,13.739218116499998
98_0_2,docusign,0,chrome,2,1408,2193.5,2193.5,10.963018912
98_0_3,docusign,0,chrome,3,1790,2547.4,2547.4,10.679868786500004
98_0_4,docusign,0,chrome,4,2218,3324.4,3324.4,7.552384888
98_0_5,docusign,0,chrome,5,1787,2508,2508,17.039467318000003
98_0_6,docusign,0,chrome,6,2236,1896.2,1896.2,5.659440763499999
98_0_7,docusign,0,chrome,7,1731,2451.6,2451.6,10.1704365045
98_0_8,docusign,0,chrome,8,1856,2586,2586,10.6675358075
98_0_9,docusign,0,chrome,9,1622,2353.4,2353.4,9.8463468055
98_1_0,docusign,0,firefox,0,1320,500.3,1213,14.3746425125
98_1_1,docusign,0,firefox,1,2294,1078.6,1775,14.1883555075
98_1_2,docusign,0,firefox,2,2384,766.3,2295,8.688837353
98_1_3,docusign,0,firefox,3,1357,576.8,985,25.854164988
98_1_4,docusign,0,firefox,4,1225,576.8,1123,16.202140515
98_1_5,docusign,0,firefox,5,2395,550.1,1961,20.3815131355
98_1_6,docusign,0,firefox,6,1492,949.7,1376,19.246898867
98_1_7,docusign,0,firefox,7,1333,1263,1229,17.3947663625
98_1_8,docusign,0,firefox,8,1383,770,955,17.082862234500002
98_1_9,docusign,0,firefox,9,1392,959.4,1297,23.007319108
99_0_0,allaboutcookies,0,chrome,0,471,500.3,500.3,5.9685425295
99_0_1,allaboutcookies,0,chrome,1,412,414.5,414.5,4.474492467
99_0_2,allaboutcookies,0,chrome,2,429,431.4,431.4,7.953935434999999
99_0_3,allaboutcookies,0,chrome,3,411,415.3,415.3,6.279296343
99_0_4,allaboutcookies,0,chrome,4,397,395.5,395.5,4.149618834999999
99_0_5,allaboutcookies,0,chrome,5,435,418.8,418.8,5.567631174999999
99_0_6,allaboutcookies,0,chrome,6,422,425.3,425.3,5.604430744000001
99_0_7,allaboutcookies,0,chrome,7,433,441.2,441.2,2.343708963
99_0_8,allaboutcookies,0,chrome,8,414,392.3,392.3,8.419206926500003
99_0_9,allaboutcookies,0,chrome,9,395,403.5,403.5,7.47162083
99_1_0,allaboutcookies,0,firefox,0,381,1005.6,183,7.314483989499999
99_1_1,allaboutcookies,0,firefox,1,326,1085.1,172,6.2907139915000005
99_1_2,allaboutcookies,0,firefox,2,321,900.3,153,12.117952693999998
99_1_3,allaboutcookies,0,firefox,3,327,705.7,200,5.31681381
99_1_4,allaboutcookies,0,firefox,4,364,1242.2,159,3.67032155
99_1_5,allaboutcookies,0,firefox,5,284,0,150,6.2444565415
99_1_6,allaboutcookies,0,firefox,6,322,1076.5,151,9.207194016499995
99_1_7,allaboutcookies,0,firefox,7,264,2586,156,7.0761616605
99_1_8,allaboutcookies,0,firefox,8,306,2607.1,179,9.6443920945
99_1_9,allaboutcookies,0,firefox,9,303,840.5,218,11.260235333
